job_title	skill	type
baker	prepare bakery products	skill
baker	clean food and beverage machinery	skill
baker	bake goods	skill
baker	apply HACCP	skill
baker	check quality of products on the production line	skill
baker	check quality of products on the production line	skill
baker	administer ingredients in food production	skill
baker	tend bakery ovens	skill
baker	financial capability	knowledge
baker	operate moulding of doughs	skill
baker	work according to recipe	skill
baker	set up machine controls	skill
baker	follow hygienic procedures during food processing	skill
baker	administer lactic ferment cultures to manufacturing products	skill
baker	select adequate ingredients	skill
baker	apply requirements concerning manufacturing of food and beverages	skill
baker	apply GMP	skill
baker	monitor temperature in farinaceous processes	skill
baker	ensure correct use of bakery equipment	skill
baker	measure precise food processing operations	skill
baker	operate weighing machine	skill
baker	operate kneading of food products	skill
baker	food and beverage industry	knowledge
baker	bakery production methods	knowledge
baker	operate mixing of food products	skill
pastry chef	comply with food safety and hygiene	skill
pastry chef	cook pastry products	skill
pastry chef	store raw food materials	skill
pastry chef	manage staff	skill
pastry chef	ensure regular maintenance of kitchen equipment	skill
pastry chef	think creatively about food and beverages	skill
pastry chef	plan menus	skill
pastry chef	plan menus	skill
pastry chef	dispose waste	skill
pastry chef	maintain customer service	skill
pastry chef	work in a hospitality team	skill
pastry chef	handover the food preparation area	skill
pastry chef	use reheating techniques	skill
pastry chef	use culinary finishing techniques	skill
pastry chef	use food cutting tools	skill
pastry chef	maintain a safe, hygienic and secure working environment	skill
pastry chef	maintain kitchen equipment at correct temperature	skill
pastry chef	use cooking techniques	skill
music director	manage musical staff	skill
music director	develop musical ideas	skill
music director	musical instruments	knowledge
music director	supervise music groups	skill
music director	plan musical performances	skill
music director	rewrite musical scores	skill
music director	guide analysis of a recorded performance	skill
music director	musical genres	knowledge
music director	organise compositions	skill
music director	orchestrate music	skill
music director	work out orchestral sketches	skill
music director	supervise musicians	skill
music director	position musicians	skill
music director	transcribe ideas into musical notation	skill
music director	coordinate music with scenes	skill
music director	attend music recording sessions	skill
music director	organise musical events	skill
music director	musical theory	knowledge
music director	read musical score	skill
music director	evaluate musical ideas	skill
music director	strive for excellence in musical performance	skill
